,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
1600,297.8,1543,43.7,8,0,"(297.157, 297.843]","(1533.286, 1595.0]","(43.157, 46.114]","(-43.375, 13.25]"
5963,300.4,1656,36.3,127,0,"(299.9, 300.586]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
1615,297.8,1447,48.6,46,0,"(297.157, 297.843]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
5920,300.5,1764,25.9,27,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(13.25, 69.875]"
9591,299.2,1570,37.3,37,0,"(298.529, 299.214]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
3891,302.2,1418,47.0,61,0,"(301.957, 302.643]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
2083,299.4,1743,28.2,0,0,"(299.214, 299.9]","(1718.429, 1780.143]","(25.414, 28.371]","(-43.375, 13.25]"
4574,302.9,1402,40.7,52,0,"(302.643, 303.329]","(1348.143, 1409.857]","(40.2, 43.157]","(13.25, 69.875]"
5594,302.6,1598,35.5,69,0,"(301.957, 302.643]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
5121,304.2,1469,40.0,154,0,"(304.014, 304.7]","(1409.857, 1471.571]","(37.243, 40.2]","(126.5, 183.125]"
4587,302.8,1507,33.4,82,0,"(302.643, 303.329]","(1471.571, 1533.286]","(31.329, 34.286]","(69.875, 126.5]"
4902,303.6,1616,29.3,226,0,"(303.329, 304.014]","(1595.0, 1656.714]","(28.371, 31.329]","(183.125, 239.75]"
8252,299.0,1565,36.1,127,0,"(298.529, 299.214]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
5916,300.6,1555,41.9,19,0,"(300.586, 301.271]","(1533.286, 1595.0]","(40.2, 43.157]","(13.25, 69.875]"
5129,304.1,1725,28.3,177,0,"(304.014, 304.7]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
8334,298.8,1459,47.3,141,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
1918,298.1,1496,40.0,0,0,"(297.843, 298.529]","(1471.571, 1533.286]","(37.243, 40.2]","(-43.375, 13.25]"
8330,298.8,1505,39.0,131,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
5707,302.4,1448,43.4,141,0,"(301.957, 302.643]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
5384,302.9,1421,46.0,206,0,"(302.643, 303.329]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
6336,300.4,1395,48.1,201,0,"(299.9, 300.586]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
2054,299.6,1605,29.8,142,0,"(299.214, 299.9]","(1595.0, 1656.714]","(28.371, 31.329]","(126.5, 183.125]"
7612,300.5,1743,27.6,46,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(13.25, 69.875]"
9209,298.0,1393,55.9,79,0,"(297.843, 298.529]","(1348.143, 1409.857]","(54.986, 57.943]","(69.875, 126.5]"
3963,302.3,1526,38.2,47,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
1126,296.8,1706,30.8,111,0,"(296.471, 297.157]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
3428,301.6,1391,49.4,164,0,"(301.271, 301.957]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
4601,303.0,1372,54.3,117,1,"(302.643, 303.329]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
3721,302.2,1544,43.6,63,0,"(301.957, 302.643]","(1533.286, 1595.0]","(43.157, 46.114]","(13.25, 69.875]"
2389,299.2,1867,27.0,138,0,"(298.529, 299.214]","(1841.857, 1903.571]","(25.414, 28.371]","(126.5, 183.125]"
1322,298.9,1452,49.9,187,0,"(298.529, 299.214]","(1409.857, 1471.571]","(49.071, 52.029]","(183.125, 239.75]"
1603,297.8,1622,32.1,18,0,"(297.157, 297.843]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
7224,299.8,1598,31.0,139,0,"(299.214, 299.9]","(1595.0, 1656.714]","(28.371, 31.329]","(126.5, 183.125]"
7425,300.0,1791,24.1,213,0,"(299.9, 300.586]","(1780.143, 1841.857]","(22.457, 25.414]","(183.125, 239.75]"
4336,301.6,1423,53.6,95,0,"(301.271, 301.957]","(1409.857, 1471.571]","(52.029, 54.986]","(69.875, 126.5]"
5593,302.6,1354,48.0,67,0,"(301.957, 302.643]","(1348.143, 1409.857]","(46.114, 49.071]","(13.25, 69.875]"
4411,302.5,1688,31.6,66,0,"(301.957, 302.643]","(1656.714, 1718.429]","(31.329, 34.286]","(13.25, 69.875]"
5858,301.3,1348,44.5,78,0,"(301.271, 301.957]","(1286.429, 1348.143]","(43.157, 46.114]","(69.875, 126.5]"
9343,298.3,1391,50.4,13,0,"(297.843, 298.529]","(1348.143, 1409.857]","(49.071, 52.029]","(-43.375, 13.25]"
3991,302.3,1682,34.4,127,0,"(301.957, 302.643]","(1656.714, 1718.429]","(34.286, 37.243]","(126.5, 183.125]"
6079,300.8,1371,44.7,205,0,"(300.586, 301.271]","(1348.143, 1409.857]","(43.157, 46.114]","(183.125, 239.75]"
1559,298.2,1458,41.8,132,0,"(297.843, 298.529]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
4682,303.6,1567,31.7,97,0,"(303.329, 304.014]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
7557,300.4,1750,27.3,116,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(69.875, 126.5]"
3772,302.4,1448,44.8,195,0,"(301.957, 302.643]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
8779,297.5,1349,51.5,21,0,"(297.157, 297.843]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
3457,301.5,2639,12.0,21,1,"(301.271, 301.957]","(2582.429, 2644.143]","(10.629, 13.586]","(13.25, 69.875]"
8383,298.8,1495,35.2,60,0,"(298.529, 299.214]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
1354,298.6,1334,48.0,42,0,"(298.529, 299.214]","(1286.429, 1348.143]","(46.114, 49.071]","(13.25, 69.875]"
45,298.8,1489,49.1,128,0,"(298.529, 299.214]","(1471.571, 1533.286]","(49.071, 52.029]","(126.5, 183.125]"
9872,298.9,1373,52.1,108,0,"(298.529, 299.214]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
748,296.7,1528,46.3,203,0,"(296.471, 297.157]","(1471.571, 1533.286]","(46.114, 49.071]","(183.125, 239.75]"
7917,300.9,1474,42.4,171,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
4241,302.4,1475,47.9,79,0,"(301.957, 302.643]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
5628,302.7,1688,32.0,155,0,"(302.643, 303.329]","(1656.714, 1718.429]","(31.329, 34.286]","(126.5, 183.125]"
4657,303.1,1628,35.2,23,0,"(302.643, 303.329]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
4238,302.3,1521,34.8,72,0,"(301.957, 302.643]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
3460,301.5,1415,41.6,28,0,"(301.271, 301.957]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
7381,299.7,1495,43.1,101,0,"(299.214, 299.9]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
5549,302.3,1374,52.4,154,0,"(301.957, 302.643]","(1348.143, 1409.857]","(52.029, 54.986]","(126.5, 183.125]"
7075,300.7,1536,47.4,192,0,"(300.586, 301.271]","(1533.286, 1595.0]","(46.114, 49.071]","(183.125, 239.75]"
5838,301.4,1476,36.5,25,0,"(301.271, 301.957]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
8091,300.2,1375,56.9,155,0,"(299.9, 300.586]","(1348.143, 1409.857]","(54.986, 57.943]","(126.5, 183.125]"
5474,302.7,1378,46.9,176,0,"(302.643, 303.329]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
3614,301.8,1606,33.3,4,0,"(301.271, 301.957]","(1595.0, 1656.714]","(31.329, 34.286]","(-43.375, 13.25]"
7501,300.2,1640,30.8,191,0,"(299.9, 300.586]","(1595.0, 1656.714]","(28.371, 31.329]","(183.125, 239.75]"
7053,300.7,1567,38.7,129,0,"(300.586, 301.271]","(1533.286, 1595.0]","(37.243, 40.2]","(126.5, 183.125]"
7367,299.5,1359,61.1,67,0,"(299.214, 299.9]","(1348.143, 1409.857]","(60.9, 63.857]","(13.25, 69.875]"
8019,301.0,1675,30.7,200,0,"(300.586, 301.271]","(1656.714, 1718.429]","(28.371, 31.329]","(183.125, 239.75]"
9638,299.3,1393,44.9,162,0,"(299.214, 299.9]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
9055,297.3,1864,23.1,90,0,"(297.157, 297.843]","(1841.857, 1903.571]","(22.457, 25.414]","(69.875, 126.5]"
664,297.5,1390,47.4,187,0,"(297.157, 297.843]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
2319,299.2,1700,33.5,185,0,"(298.529, 299.214]","(1656.714, 1718.429]","(31.329, 34.286]","(183.125, 239.75]"
3542,301.8,1899,24.7,31,0,"(301.271, 301.957]","(1841.857, 1903.571]","(22.457, 25.414]","(13.25, 69.875]"
3677,302.3,1368,53.6,165,0,"(301.957, 302.643]","(1348.143, 1409.857]","(52.029, 54.986]","(126.5, 183.125]"
9599,299.0,1463,37.4,56,0,"(298.529, 299.214]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
3091,300.0,1558,29.7,168,0,"(299.9, 300.586]","(1533.286, 1595.0]","(28.371, 31.329]","(126.5, 183.125]"
675,297.8,1424,45.5,2,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(-43.375, 13.25]"
8676,297.3,1520,42.4,171,0,"(297.157, 297.843]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
4884,303.8,1655,28.0,170,0,"(303.329, 304.014]","(1595.0, 1656.714]","(25.414, 28.371]","(126.5, 183.125]"
8079,300.2,1528,36.1,125,0,"(299.9, 300.586]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
1962,297.8,1391,48.6,109,0,"(297.157, 297.843]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
1840,297.7,1405,43.7,2,0,"(297.157, 297.843]","(1348.143, 1409.857]","(43.157, 46.114]","(-43.375, 13.25]"
7168,300.3,1704,29.5,0,0,"(299.9, 300.586]","(1656.714, 1718.429]","(28.371, 31.329]","(-43.375, 13.25]"
9898,298.7,1396,44.8,178,0,"(298.529, 299.214]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
3538,302.0,1635,36.0,23,0,"(301.957, 302.643]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
8026,300.7,1399,50.2,222,1,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
4866,303.6,1781,28.7,124,0,"(303.329, 304.014]","(1780.143, 1841.857]","(28.371, 31.329]","(69.875, 126.5]"
4174,302.3,1499,37.8,137,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
8088,300.1,1356,45.7,149,0,"(299.9, 300.586]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
4377,301.8,1436,49.0,214,0,"(301.271, 301.957]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
6211,300.8,1360,48.8,91,0,"(300.586, 301.271]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
4766,303.6,1645,35.7,81,0,"(303.329, 304.014]","(1595.0, 1656.714]","(34.286, 37.243]","(69.875, 126.5]"
411,297.5,1429,44.3,201,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
613,298.1,1634,30.0,53,0,"(297.843, 298.529]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
6126,300.9,1370,52.5,107,0,"(300.586, 301.271]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
5210,303.7,1466,42.5,183,0,"(303.329, 304.014]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
1430,298.9,1378,49.3,18,0,"(298.529, 299.214]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
2425,298.8,1472,53.5,28,0,"(298.529, 299.214]","(1471.571, 1533.286]","(52.029, 54.986]","(13.25, 69.875]"
8841,297.3,1506,39.3,187,0,"(297.157, 297.843]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
3833,302.3,1541,36.6,143,0,"(301.957, 302.643]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
4718,303.3,1337,56.8,187,1,"(302.643, 303.329]","(1286.429, 1348.143]","(54.986, 57.943]","(183.125, 239.75]"
7185,300.3,1672,29.2,39,0,"(299.9, 300.586]","(1656.714, 1718.429]","(28.371, 31.329]","(13.25, 69.875]"
1417,298.7,1541,38.5,208,0,"(298.529, 299.214]","(1533.286, 1595.0]","(37.243, 40.2]","(183.125, 239.75]"
7199,300.0,1507,41.4,74,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
604,297.9,1542,33.8,33,0,"(297.843, 298.529]","(1533.286, 1595.0]","(31.329, 34.286]","(13.25, 69.875]"
1272,298.0,1562,38.1,58,0,"(297.843, 298.529]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
3964,302.3,1668,33.2,52,0,"(301.957, 302.643]","(1656.714, 1718.429]","(31.329, 34.286]","(13.25, 69.875]"
6367,300.0,1571,33.1,65,0,"(299.9, 300.586]","(1533.286, 1595.0]","(31.329, 34.286]","(13.25, 69.875]"
8746,297.3,1528,44.5,140,0,"(297.157, 297.843]","(1471.571, 1533.286]","(43.157, 46.114]","(126.5, 183.125]"
247,298.0,1469,45.5,214,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
9226,298.0,1822,23.5,122,0,"(297.843, 298.529]","(1780.143, 1841.857]","(22.457, 25.414]","(69.875, 126.5]"
1982,298.0,1487,41.3,160,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
2835,300.3,1572,32.0,173,0,"(299.9, 300.586]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
5375,302.9,1530,34.9,185,0,"(302.643, 303.329]","(1471.571, 1533.286]","(34.286, 37.243]","(183.125, 239.75]"
199,298.4,1433,47.1,101,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
485,297.4,1685,30.7,177,0,"(297.157, 297.843]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
6083,300.9,1389,50.0,214,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
8956,297.4,1348,57.4,66,0,"(297.157, 297.843]","(1286.429, 1348.143]","(54.986, 57.943]","(13.25, 69.875]"
455,297.4,1429,57.4,96,0,"(297.157, 297.843]","(1409.857, 1471.571]","(54.986, 57.943]","(69.875, 126.5]"
9798,298.5,1471,44.7,119,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
8826,297.2,1485,47.9,143,0,"(297.157, 297.843]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
6515,301.0,1480,43.5,21,0,"(300.586, 301.271]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
1721,298.2,1688,32.4,91,0,"(297.843, 298.529]","(1656.714, 1718.429]","(31.329, 34.286]","(69.875, 126.5]"
7050,300.6,1457,47.7,120,0,"(300.586, 301.271]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
6382,300.2,1481,41.9,106,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
8165,299.6,1552,33.2,139,0,"(299.214, 299.9]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
5767,301.6,1415,46.5,82,0,"(301.271, 301.957]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
5809,301.3,1580,36.6,184,0,"(301.271, 301.957]","(1533.286, 1595.0]","(34.286, 37.243]","(183.125, 239.75]"
4626,303.0,1664,29.8,186,0,"(302.643, 303.329]","(1656.714, 1718.429]","(28.371, 31.329]","(183.125, 239.75]"
862,296.1,1645,31.0,41,0,"(295.786, 296.471]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
2094,299.4,1377,43.6,28,0,"(299.214, 299.9]","(1348.143, 1409.857]","(43.157, 46.114]","(13.25, 69.875]"
947,295.6,1428,44.5,51,0,"(295.1, 295.786]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
5641,302.6,1473,37.3,184,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
1444,299.0,1477,37.9,60,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
1280,298.3,1521,37.1,84,0,"(297.843, 298.529]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
3110,299.9,1525,33.2,0,0,"(299.214, 299.9]","(1471.571, 1533.286]","(31.329, 34.286]","(-43.375, 13.25]"
8952,297.2,1478,42.5,56,0,"(297.157, 297.843]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
7609,300.5,1490,41.8,39,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
5135,304.1,1883,24.5,190,0,"(304.014, 304.7]","(1841.857, 1903.571]","(22.457, 25.414]","(183.125, 239.75]"
3016,300.5,1441,48.8,200,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
2302,299.2,1515,39.8,141,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
2004,298.5,1451,47.5,18,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
4580,303.0,1494,37.0,67,0,"(302.643, 303.329]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
8704,297.1,1425,40.0,35,0,"(296.471, 297.157]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
1005,296.2,1382,52.0,201,0,"(295.786, 296.471]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
5138,304.3,1489,40.3,196,0,"(304.014, 304.7]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
4317,301.5,1417,44.6,49,0,"(301.271, 301.957]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
6558,301.5,1447,41.9,140,0,"(301.271, 301.957]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
4387,302.0,1532,39.4,2,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(-43.375, 13.25]"
2132,299.4,1660,28.4,139,0,"(299.214, 299.9]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
4265,302.6,1424,38.0,144,0,"(301.957, 302.643]","(1409.857, 1471.571]","(37.243, 40.2]","(126.5, 183.125]"
2057,299.5,1520,42.3,149,0,"(299.214, 299.9]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
5386,302.9,1469,42.0,214,0,"(302.643, 303.329]","(1409.857, 1471.571]","(40.2, 43.157]","(183.125, 239.75]"
229,298.3,1538,32.2,173,0,"(297.843, 298.529]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
2889,300.7,1523,38.2,73,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(69.875, 126.5]"
4472,302.7,1501,48.7,4,0,"(302.643, 303.329]","(1471.571, 1533.286]","(46.114, 49.071]","(-43.375, 13.25]"
6064,301.1,1889,23.8,170,0,"(300.586, 301.271]","(1841.857, 1903.571]","(22.457, 25.414]","(126.5, 183.125]"
7924,300.7,1389,46.5,186,0,"(300.586, 301.271]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
7649,300.4,1662,29.0,137,0,"(299.9, 300.586]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
8381,298.8,1530,38.3,53,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
209,298.4,1477,44.0,124,0,"(297.843, 298.529]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
2758,299.7,1412,45.3,205,0,"(299.214, 299.9]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
8471,298.6,1332,46.4,76,0,"(298.529, 299.214]","(1286.429, 1348.143]","(46.114, 49.071]","(69.875, 126.5]"
2948,300.7,1850,24.5,19,0,"(300.586, 301.271]","(1841.857, 1903.571]","(22.457, 25.414]","(13.25, 69.875]"
7116,301.0,1601,33.2,77,0,"(300.586, 301.271]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
6330,300.5,1580,37.0,181,0,"(299.9, 300.586]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
1728,298.3,1465,49.4,109,0,"(297.843, 298.529]","(1409.857, 1471.571]","(49.071, 52.029]","(69.875, 126.5]"
4176,302.3,1544,39.7,141,0,"(301.957, 302.643]","(1533.286, 1595.0]","(37.243, 40.2]","(126.5, 183.125]"
337,297.6,1742,27.7,13,0,"(297.157, 297.843]","(1718.429, 1780.143]","(25.414, 28.371]","(-43.375, 13.25]"
4984,303.8,1256,58.7,213,1,"(303.329, 304.014]","(1224.714, 1286.429]","(57.943, 60.9]","(183.125, 239.75]"
6878,300.9,1518,35.0,90,0,"(300.586, 301.271]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
7248,300.0,1762,28.0,202,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(183.125, 239.75]"
8452,298.6,1512,37.5,27,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
1226,297.1,1488,42.5,146,0,"(296.471, 297.157]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
7608,300.5,1642,27.1,37,0,"(299.9, 300.586]","(1595.0, 1656.714]","(25.414, 28.371]","(13.25, 69.875]"
6827,301.0,1515,41.8,170,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
3540,301.9,1574,31.4,27,0,"(301.271, 301.957]","(1533.286, 1595.0]","(31.329, 34.286]","(13.25, 69.875]"
5868,301.5,1731,27.9,101,0,"(301.271, 301.957]","(1718.429, 1780.143]","(25.414, 28.371]","(69.875, 126.5]"
2111,299.4,1436,47.9,75,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
2691,300.0,1431,47.7,39,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
7153,300.2,1493,47.3,172,0,"(299.9, 300.586]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
3707,302.1,1497,38.4,28,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
1017,296.3,1637,31.6,27,0,"(295.786, 296.471]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
8511,298.4,1457,44.2,175,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
2807,299.9,1452,41.9,106,0,"(299.214, 299.9]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
5015,303.9,1759,28.4,74,0,"(303.329, 304.014]","(1718.429, 1780.143]","(28.371, 31.329]","(69.875, 126.5]"
1928,298.0,1623,29.9,24,0,"(297.843, 298.529]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
350,297.6,1400,44.3,43,0,"(297.157, 297.843]","(1348.143, 1409.857]","(43.157, 46.114]","(13.25, 69.875]"
5173,304.2,1739,28.1,80,0,"(304.014, 304.7]","(1718.429, 1780.143]","(25.414, 28.371]","(69.875, 126.5]"
4192,302.5,1463,43.1,181,0,"(301.957, 302.643]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
1934,298.1,1698,33.3,40,0,"(297.843, 298.529]","(1656.714, 1718.429]","(31.329, 34.286]","(13.25, 69.875]"
6901,301.0,1547,34.5,152,0,"(300.586, 301.271]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
4823,303.5,1493,38.7,14,0,"(303.329, 304.014]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
564,297.6,1669,32.1,155,0,"(297.157, 297.843]","(1656.714, 1718.429]","(31.329, 34.286]","(126.5, 183.125]"
1582,298.1,1530,42.0,184,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
4694,303.4,1424,50.8,128,0,"(303.329, 304.014]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
2175,299.5,1590,35.9,22,0,"(299.214, 299.9]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
7028,300.6,1403,50.4,64,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
4880,303.8,1527,41.9,159,0,"(303.329, 304.014]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
2228,299.4,1542,41.8,166,0,"(299.214, 299.9]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
1115,296.4,2077,19.1,80,0,"(295.786, 296.471]","(2027.0, 2088.714]","(16.543, 19.5]","(69.875, 126.5]"
3126,300.0,1499,35.7,46,0,"(299.9, 300.586]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
3544,301.9,1483,37.0,35,0,"(301.271, 301.957]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
5048,304.0,1271,68.6,161,1,"(303.329, 304.014]","(1224.714, 1286.429]","(66.814, 69.771]","(126.5, 183.125]"
7476,300.2,1492,41.8,128,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
821,296.7,1474,41.7,148,0,"(296.471, 297.157]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
6532,301.2,1352,52.0,69,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
2272,299.3,1448,52.1,71,0,"(299.214, 299.9]","(1409.857, 1471.571]","(52.029, 54.986]","(69.875, 126.5]"
5545,302.2,1357,44.2,142,0,"(301.957, 302.643]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
81,298.9,1450,47.5,9,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(-43.375, 13.25]"
