,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
5597,302.7,1501,37.0,77,0,"(302.404, 302.822]","(1463.522, 1501.087]","(36.6, 38.4]","(67.413, 77.261]"
9477,298.8,1693,33.3,170,0,"(298.648, 299.065]","(1688.913, 1726.478]","(33.0, 34.8]","(165.891, 175.739]"
401,297.5,1722,30.4,178,0,"(297.396, 297.813]","(1688.913, 1726.478]","(29.4, 31.2]","(175.739, 185.587]"
3826,302.3,1438,43.8,119,0,"(301.987, 302.404]","(1425.957, 1463.522]","(43.8, 45.6]","(116.652, 126.5]"
881,295.7,1464,46.2,92,0,"(295.309, 295.726]","(1463.522, 1501.087]","(45.6, 47.4]","(87.109, 96.957]"
3997,302.2,1394,53.7,140,0,"(301.987, 302.404]","(1388.391, 1425.957]","(52.8, 54.6]","(136.348, 146.196]"
7118,300.9,1565,35.9,81,0,"(300.735, 301.152]","(1538.652, 1576.217]","(34.8, 36.6]","(77.261, 87.109]"
3265,301.3,1355,53.6,193,0,"(301.152, 301.57]","(1350.826, 1388.391]","(52.8, 54.6]","(185.587, 195.435]"
8406,298.4,1344,45.3,122,0,"(298.23, 298.648]","(1313.261, 1350.826]","(43.8, 45.6]","(116.652, 126.5]"
5009,303.7,1523,40.7,59,0,"(303.657, 304.074]","(1501.087, 1538.652]","(40.2, 42.0]","(57.565, 67.413]"
5736,302.4,1439,36.6,212,0,"(301.987, 302.404]","(1425.957, 1463.522]","(34.8, 36.6]","(205.283, 215.13]"
5554,302.5,1521,40.2,174,0,"(302.404, 302.822]","(1501.087, 1538.652]","(40.2, 42.0]","(165.891, 175.739]"
288,298.2,1385,42.2,98,0,"(297.813, 298.23]","(1350.826, 1388.391]","(42.0, 43.8]","(96.957, 106.804]"
5564,302.4,1416,46.1,202,0,"(301.987, 302.404]","(1388.391, 1425.957]","(45.6, 47.4]","(195.435, 205.283]"
8324,298.7,1394,46.0,113,0,"(298.648, 299.065]","(1388.391, 1425.957]","(45.6, 47.4]","(106.804, 116.652]"
2623,299.6,1283,62.1,83,0,"(299.483, 299.9]","(1275.696, 1313.261]","(61.8, 63.6]","(77.261, 87.109]"
8859,297.9,1457,44.4,28,0,"(297.813, 298.23]","(1425.957, 1463.522]","(43.8, 45.6]","(18.174, 28.022]"
476,297.4,1570,37.9,154,0,"(297.396, 297.813]","(1538.652, 1576.217]","(36.6, 38.4]","(146.196, 156.043]"
8591,297.4,1606,33.4,176,0,"(297.396, 297.813]","(1576.217, 1613.783]","(33.0, 34.8]","(175.739, 185.587]"
9713,299.1,1496,45.0,104,0,"(299.065, 299.483]","(1463.522, 1501.087]","(43.8, 45.6]","(96.957, 106.804]"
6522,301.1,1489,45.8,42,0,"(300.735, 301.152]","(1463.522, 1501.087]","(45.6, 47.4]","(37.87, 47.717]"
3111,300.0,1759,27.9,5,0,"(299.9, 300.317]","(1726.478, 1764.043]","(27.6, 29.4]","(-1.522, 8.326]"
9470,298.6,1439,47.1,149,0,"(298.23, 298.648]","(1425.957, 1463.522]","(45.6, 47.4]","(146.196, 156.043]"
737,296.9,1474,39.2,177,0,"(296.561, 296.978]","(1463.522, 1501.087]","(38.4, 40.2]","(175.739, 185.587]"
3133,300.2,1442,49.2,61,0,"(299.9, 300.317]","(1425.957, 1463.522]","(49.2, 51.0]","(57.565, 67.413]"
8047,300.6,1463,38.2,41,0,"(300.317, 300.735]","(1425.957, 1463.522]","(36.6, 38.4]","(37.87, 47.717]"
6551,301.4,1616,36.5,121,0,"(301.152, 301.57]","(1613.783, 1651.348]","(34.8, 36.6]","(116.652, 126.5]"
5407,302.7,1954,24.8,13,0,"(302.404, 302.822]","(1951.87, 1989.435]","(24.0, 25.8]","(8.326, 18.174]"
5563,302.3,1640,31.5,199,0,"(301.987, 302.404]","(1613.783, 1651.348]","(31.2, 33.0]","(195.435, 205.283]"
5328,303.7,1406,41.9,48,0,"(303.657, 304.074]","(1388.391, 1425.957]","(40.2, 42.0]","(47.717, 57.565]"
6718,301.4,2137,18.0,99,0,"(301.152, 301.57]","(2102.13, 2139.696]","(16.8, 18.6]","(96.957, 106.804]"
5118,304.2,1512,33.4,146,0,"(304.074, 304.491]","(1501.087, 1538.652]","(33.0, 34.8]","(136.348, 146.196]"
4619,303.1,2056,19.7,167,0,"(302.822, 303.239]","(2027.0, 2064.565]","(18.6, 20.4]","(165.891, 175.739]"
3689,302.1,1889,22.7,194,0,"(301.987, 302.404]","(1876.739, 1914.304]","(22.2, 24.0]","(185.587, 195.435]"
7716,300.5,1378,48.2,82,0,"(300.317, 300.735]","(1350.826, 1388.391]","(47.4, 49.2]","(77.261, 87.109]"
1839,297.7,1715,30.2,0,0,"(297.396, 297.813]","(1688.913, 1726.478]","(29.4, 31.2]","(-1.522, 8.326]"
1995,298.3,1451,47.1,196,0,"(298.23, 298.648]","(1425.957, 1463.522]","(45.6, 47.4]","(195.435, 205.283]"
2399,299.2,1594,35.8,160,0,"(299.065, 299.483]","(1576.217, 1613.783]","(34.8, 36.6]","(156.043, 165.891]"
6510,301.1,1455,55.3,9,0,"(300.735, 301.152]","(1425.957, 1463.522]","(54.6, 56.4]","(8.326, 18.174]"
9356,298.3,1270,52.7,44,0,"(298.23, 298.648]","(1238.13, 1275.696]","(51.0, 52.8]","(37.87, 47.717]"
4119,302.1,1325,45.1,208,1,"(301.987, 302.404]","(1313.261, 1350.826]","(43.8, 45.6]","(205.283, 215.13]"
5894,301.2,1597,37.9,164,0,"(301.152, 301.57]","(1576.217, 1613.783]","(36.6, 38.4]","(156.043, 165.891]"
800,297.0,1882,24.2,97,0,"(296.978, 297.396]","(1876.739, 1914.304]","(24.0, 25.8]","(96.957, 106.804]"
8423,299.0,1452,46.2,168,0,"(298.648, 299.065]","(1425.957, 1463.522]","(45.6, 47.4]","(165.891, 175.739]"
7680,300.7,1395,43.7,215,0,"(300.317, 300.735]","(1388.391, 1425.957]","(42.0, 43.8]","(205.283, 215.13]"
1405,298.9,1394,42.7,179,0,"(298.648, 299.065]","(1388.391, 1425.957]","(42.0, 43.8]","(175.739, 185.587]"
5431,302.8,1462,43.4,68,0,"(302.404, 302.822]","(1425.957, 1463.522]","(42.0, 43.8]","(67.413, 77.261]"
69,298.9,1410,65.7,191,1,"(298.648, 299.065]","(1388.391, 1425.957]","(65.4, 67.2]","(185.587, 195.435]"
9543,299.5,1378,48.7,119,0,"(299.483, 299.9]","(1350.826, 1388.391]","(47.4, 49.2]","(116.652, 126.5]"
2759,299.7,1483,41.1,208,0,"(299.483, 299.9]","(1463.522, 1501.087]","(40.2, 42.0]","(205.283, 215.13]"
8294,298.9,1525,38.5,27,0,"(298.648, 299.065]","(1501.087, 1538.652]","(38.4, 40.2]","(18.174, 28.022]"
1586,298.3,1486,44.2,196,0,"(298.23, 298.648]","(1463.522, 1501.087]","(43.8, 45.6]","(195.435, 205.283]"
6666,301.3,1414,51.4,199,0,"(301.152, 301.57]","(1388.391, 1425.957]","(51.0, 52.8]","(195.435, 205.283]"
8014,300.9,1500,44.2,188,0,"(300.735, 301.152]","(1463.522, 1501.087]","(43.8, 45.6]","(185.587, 195.435]"
1074,297.0,1595,31.7,170,0,"(296.978, 297.396]","(1576.217, 1613.783]","(31.2, 33.0]","(165.891, 175.739]"
3063,300.0,1431,45.4,90,0,"(299.9, 300.317]","(1425.957, 1463.522]","(43.8, 45.6]","(87.109, 96.957]"
6487,300.6,1541,36.2,166,0,"(300.317, 300.735]","(1538.652, 1576.217]","(34.8, 36.6]","(165.891, 175.739]"
4705,303.6,1614,33.2,155,0,"(303.239, 303.657]","(1613.783, 1651.348]","(33.0, 34.8]","(146.196, 156.043]"
9069,297.2,1678,28.1,133,0,"(296.978, 297.396]","(1651.348, 1688.913]","(27.6, 29.4]","(126.5, 136.348]"
2603,299.3,1334,46.3,31,0,"(299.065, 299.483]","(1313.261, 1350.826]","(45.6, 47.4]","(28.022, 37.87]"
7738,300.5,1263,60.8,146,0,"(300.317, 300.735]","(1238.13, 1275.696]","(60.0, 61.8]","(136.348, 146.196]"
1579,298.3,1444,43.8,176,0,"(298.23, 298.648]","(1425.957, 1463.522]","(43.8, 45.6]","(175.739, 185.587]"
5058,303.9,1526,42.5,194,0,"(303.657, 304.074]","(1501.087, 1538.652]","(42.0, 43.8]","(185.587, 195.435]"
5753,302.2,1416,54.1,48,0,"(301.987, 302.404]","(1388.391, 1425.957]","(52.8, 54.6]","(47.717, 57.565]"
3548,301.9,1616,34.5,46,0,"(301.57, 301.987]","(1613.783, 1651.348]","(33.0, 34.8]","(37.87, 47.717]"
409,297.4,1459,41.3,196,0,"(297.396, 297.813]","(1425.957, 1463.522]","(40.2, 42.0]","(195.435, 205.283]"
4097,301.9,1518,34.1,155,0,"(301.57, 301.987]","(1501.087, 1538.652]","(33.0, 34.8]","(146.196, 156.043]"
6461,300.6,1505,35.9,95,0,"(300.317, 300.735]","(1501.087, 1538.652]","(34.8, 36.6]","(87.109, 96.957]"
5601,302.9,1605,33.9,86,0,"(302.822, 303.239]","(1576.217, 1613.783]","(33.0, 34.8]","(77.261, 87.109]"
5231,303.8,1458,42.2,25,0,"(303.657, 304.074]","(1425.957, 1463.522]","(42.0, 43.8]","(18.174, 28.022]"
3777,302.4,1721,30.1,210,0,"(301.987, 302.404]","(1688.913, 1726.478]","(29.4, 31.2]","(205.283, 215.13]"
2726,299.8,1423,42.9,124,0,"(299.483, 299.9]","(1388.391, 1425.957]","(42.0, 43.8]","(116.652, 126.5]"
477,297.4,1468,41.4,156,0,"(297.396, 297.813]","(1463.522, 1501.087]","(40.2, 42.0]","(146.196, 156.043]"
1329,298.8,1663,30.4,209,0,"(298.648, 299.065]","(1651.348, 1688.913]","(29.4, 31.2]","(205.283, 215.13]"
4035,302.0,1454,36.6,0,0,"(301.987, 302.404]","(1425.957, 1463.522]","(34.8, 36.6]","(-1.522, 8.326]"
9642,299.4,1372,46.3,173,0,"(299.065, 299.483]","(1350.826, 1388.391]","(45.6, 47.4]","(165.891, 175.739]"
1777,298.6,1555,36.8,36,0,"(298.23, 298.648]","(1538.652, 1576.217]","(36.6, 38.4]","(28.022, 37.87]"
6096,300.8,1483,40.8,28,0,"(300.735, 301.152]","(1463.522, 1501.087]","(40.2, 42.0]","(18.174, 28.022]"
751,296.8,1843,24.2,212,0,"(296.561, 296.978]","(1839.174, 1876.739]","(24.0, 25.8]","(205.283, 215.13]"
5792,301.8,1624,31.6,145,0,"(301.57, 301.987]","(1613.783, 1651.348]","(31.2, 33.0]","(136.348, 146.196]"
4060,302.0,1352,55.5,59,0,"(301.987, 302.404]","(1350.826, 1388.391]","(54.6, 56.4]","(57.565, 67.413]"
9041,297.3,1309,61.5,56,0,"(296.978, 297.396]","(1275.696, 1313.261]","(60.0, 61.8]","(47.717, 57.565]"
6030,300.6,1397,53.7,80,0,"(300.317, 300.735]","(1388.391, 1425.957]","(52.8, 54.6]","(77.261, 87.109]"
5898,301.0,1300,57.2,174,0,"(300.735, 301.152]","(1275.696, 1313.261]","(56.4, 58.2]","(165.891, 175.739]"
9338,298.5,1531,30.8,212,0,"(298.23, 298.648]","(1501.087, 1538.652]","(29.4, 31.2]","(205.283, 215.13]"
9160,297.5,1671,28.0,158,0,"(297.396, 297.813]","(1651.348, 1688.913]","(27.6, 29.4]","(156.043, 165.891]"
9996,298.9,1632,31.8,17,0,"(298.648, 299.065]","(1613.783, 1651.348]","(31.2, 33.0]","(8.326, 18.174]"
5151,304.3,1409,56.0,19,0,"(304.074, 304.491]","(1388.391, 1425.957]","(54.6, 56.4]","(18.174, 28.022]"
468,297.3,1619,31.6,129,0,"(296.978, 297.396]","(1613.783, 1651.348]","(31.2, 33.0]","(126.5, 136.348]"
1545,298.4,1544,38.8,97,0,"(298.23, 298.648]","(1538.652, 1576.217]","(38.4, 40.2]","(96.957, 106.804]"
6311,300.9,1446,44.5,135,0,"(300.735, 301.152]","(1425.957, 1463.522]","(43.8, 45.6]","(126.5, 136.348]"
2683,299.8,1590,28.5,23,0,"(299.483, 299.9]","(1576.217, 1613.783]","(27.6, 29.4]","(18.174, 28.022]"
8966,297.1,1636,30.3,90,0,"(296.978, 297.396]","(1613.783, 1651.348]","(29.4, 31.2]","(87.109, 96.957]"
6181,301.0,1975,19.7,17,0,"(300.735, 301.152]","(1951.87, 1989.435]","(18.6, 20.4]","(8.326, 18.174]"
1025,296.2,1475,37.0,44,0,"(296.143, 296.561]","(1463.522, 1501.087]","(36.6, 38.4]","(37.87, 47.717]"
5112,304.1,1441,43.7,131,0,"(304.074, 304.491]","(1425.957, 1463.522]","(42.0, 43.8]","(126.5, 136.348]"
8562,298.1,1351,52.4,102,0,"(297.813, 298.23]","(1350.826, 1388.391]","(51.0, 52.8]","(96.957, 106.804]"
5368,303.1,1667,30.0,160,0,"(302.822, 303.239]","(1651.348, 1688.913]","(29.4, 31.2]","(156.043, 165.891]"
2354,299.3,1433,37.7,42,0,"(299.065, 299.483]","(1425.957, 1463.522]","(36.6, 38.4]","(37.87, 47.717]"
7278,300.0,1714,28.7,55,0,"(299.9, 300.317]","(1688.913, 1726.478]","(27.6, 29.4]","(47.717, 57.565]"
3602,301.7,1417,45.2,185,0,"(301.57, 301.987]","(1388.391, 1425.957]","(43.8, 45.6]","(175.739, 185.587]"
773,296.8,1510,39.4,29,0,"(296.561, 296.978]","(1501.087, 1538.652]","(38.4, 40.2]","(28.022, 37.87]"
6773,301.3,1381,47.9,33,0,"(301.152, 301.57]","(1350.826, 1388.391]","(47.4, 49.2]","(28.022, 37.87]"
8809,297.3,1503,43.3,90,0,"(296.978, 297.396]","(1501.087, 1538.652]","(42.0, 43.8]","(87.109, 96.957]"
3382,301.3,1510,38.5,47,0,"(301.152, 301.57]","(1501.087, 1538.652]","(38.4, 40.2]","(37.87, 47.717]"
641,297.9,1390,47.9,127,0,"(297.813, 298.23]","(1388.391, 1425.957]","(47.4, 49.2]","(126.5, 136.348]"
4233,302.2,1302,53.4,58,0,"(301.987, 302.404]","(1275.696, 1313.261]","(52.8, 54.6]","(57.565, 67.413]"
3815,302.2,1769,24.9,91,0,"(301.987, 302.404]","(1764.043, 1801.609]","(24.0, 25.8]","(87.109, 96.957]"
4104,302.1,1389,49.6,169,0,"(301.987, 302.404]","(1388.391, 1425.957]","(49.2, 51.0]","(165.891, 175.739]"
9925,298.5,1367,47.3,47,0,"(298.23, 298.648]","(1350.826, 1388.391]","(45.6, 47.4]","(37.87, 47.717]"
1108,296.6,1504,45.8,58,0,"(296.561, 296.978]","(1501.087, 1538.652]","(45.6, 47.4]","(57.565, 67.413]"
3527,301.9,1573,38.9,209,0,"(301.57, 301.987]","(1538.652, 1576.217]","(38.4, 40.2]","(205.283, 215.13]"
3495,301.9,1384,47.4,121,0,"(301.57, 301.987]","(1350.826, 1388.391]","(47.4, 49.2]","(116.652, 126.5]"
1420,298.8,1495,35.2,214,0,"(298.648, 299.065]","(1463.522, 1501.087]","(34.8, 36.6]","(205.283, 215.13]"
6923,301.2,1433,49.3,206,0,"(301.152, 301.57]","(1425.957, 1463.522]","(49.2, 51.0]","(205.283, 215.13]"
3881,302.5,1521,44.1,37,0,"(302.404, 302.822]","(1501.087, 1538.652]","(43.8, 45.6]","(28.022, 37.87]"
8353,298.7,1442,55.6,194,0,"(298.648, 299.065]","(1425.957, 1463.522]","(54.6, 56.4]","(185.587, 195.435]"
6245,300.9,1445,41.7,180,0,"(300.735, 301.152]","(1425.957, 1463.522]","(40.2, 42.0]","(175.739, 185.587]"
4938,303.5,1606,30.1,98,0,"(303.239, 303.657]","(1576.217, 1613.783]","(29.4, 31.2]","(96.957, 106.804]"
6798,301.2,1676,32.4,98,0,"(301.152, 301.57]","(1651.348, 1688.913]","(31.2, 33.0]","(96.957, 106.804]"
7812,300.0,1666,32.0,128,0,"(299.9, 300.317]","(1651.348, 1688.913]","(31.2, 33.0]","(126.5, 136.348]"
1680,297.9,1610,34.6,219,0,"(297.813, 298.23]","(1576.217, 1613.783]","(33.0, 34.8]","(215.13, 224.978]"
6715,301.3,1576,30.4,92,0,"(301.152, 301.57]","(1538.652, 1576.217]","(29.4, 31.2]","(87.109, 96.957]"
633,298.3,1442,43.9,110,0,"(298.23, 298.648]","(1425.957, 1463.522]","(43.8, 45.6]","(106.804, 116.652]"
2569,299.5,1872,22.6,162,0,"(299.483, 299.9]","(1839.174, 1876.739]","(22.2, 24.0]","(156.043, 165.891]"
7359,299.4,1512,43.2,47,0,"(299.065, 299.483]","(1501.087, 1538.652]","(42.0, 43.8]","(37.87, 47.717]"
2166,299.6,1867,23.4,225,1,"(299.483, 299.9]","(1839.174, 1876.739]","(22.2, 24.0]","(224.978, 234.826]"
8169,299.8,1745,26.3,150,0,"(299.483, 299.9]","(1726.478, 1764.043]","(25.8, 27.6]","(146.196, 156.043]"
8845,297.4,1348,59.1,201,0,"(297.396, 297.813]","(1313.261, 1350.826]","(58.2, 60.0]","(195.435, 205.283]"
2825,300.3,1470,33.5,148,0,"(299.9, 300.317]","(1463.522, 1501.087]","(33.0, 34.8]","(146.196, 156.043]"
4087,301.9,1376,54.9,126,1,"(301.57, 301.987]","(1350.826, 1388.391]","(54.6, 56.4]","(116.652, 126.5]"
6243,301.0,2204,16.6,175,0,"(300.735, 301.152]","(2177.261, 2214.826]","(15.0, 16.8]","(165.891, 175.739]"
8364,298.9,1396,49.0,13,0,"(298.648, 299.065]","(1388.391, 1425.957]","(47.4, 49.2]","(8.326, 18.174]"
3941,302.2,1987,19.9,200,0,"(301.987, 302.404]","(1951.87, 1989.435]","(18.6, 20.4]","(195.435, 205.283]"
9179,297.9,1435,44.7,8,0,"(297.813, 298.23]","(1425.957, 1463.522]","(43.8, 45.6]","(-1.522, 8.326]"
8075,300.4,1366,43.0,117,0,"(300.317, 300.735]","(1350.826, 1388.391]","(42.0, 43.8]","(116.652, 126.5]"
9195,297.9,1532,37.6,47,0,"(297.813, 298.23]","(1501.087, 1538.652]","(36.6, 38.4]","(37.87, 47.717]"
4128,301.9,1708,24.8,17,0,"(301.57, 301.987]","(1688.913, 1726.478]","(24.0, 25.8]","(8.326, 18.174]"
1172,297.1,1446,36.6,227,0,"(296.978, 297.396]","(1425.957, 1463.522]","(34.8, 36.6]","(224.978, 234.826]"
8668,297.5,1502,45.9,150,0,"(297.396, 297.813]","(1501.087, 1538.652]","(45.6, 47.4]","(146.196, 156.043]"
4222,302.0,1535,38.6,34,0,"(301.987, 302.404]","(1501.087, 1538.652]","(38.4, 40.2]","(28.022, 37.87]"
4834,303.4,1510,42.2,36,0,"(303.239, 303.657]","(1501.087, 1538.652]","(42.0, 43.8]","(28.022, 37.87]"
2576,299.5,1523,41.5,181,0,"(299.483, 299.9]","(1501.087, 1538.652]","(40.2, 42.0]","(175.739, 185.587]"
1989,298.2,1785,23.4,181,0,"(297.813, 298.23]","(1764.043, 1801.609]","(22.2, 24.0]","(175.739, 185.587]"
6973,300.7,1462,41.9,126,0,"(300.317, 300.735]","(1425.957, 1463.522]","(40.2, 42.0]","(116.652, 126.5]"
5836,301.2,1550,39.7,20,0,"(301.152, 301.57]","(1538.652, 1576.217]","(38.4, 40.2]","(18.174, 28.022]"
4532,302.5,1422,41.9,156,0,"(302.404, 302.822]","(1388.391, 1425.957]","(40.2, 42.0]","(146.196, 156.043]"
3209,300.3,1587,31.4,43,0,"(299.9, 300.317]","(1576.217, 1613.783]","(31.2, 33.0]","(37.87, 47.717]"
3855,302.4,1578,32.3,196,0,"(301.987, 302.404]","(1576.217, 1613.783]","(31.2, 33.0]","(195.435, 205.283]"
2628,299.9,1410,51.2,98,0,"(299.9, 300.317]","(1388.391, 1425.957]","(51.0, 52.8]","(96.957, 106.804]"
7803,299.8,1517,41.2,105,0,"(299.483, 299.9]","(1501.087, 1538.652]","(40.2, 42.0]","(96.957, 106.804]"
1410,298.9,1469,53.2,189,0,"(298.648, 299.065]","(1463.522, 1501.087]","(52.8, 54.6]","(185.587, 195.435]"
8257,299.0,1587,34.2,141,0,"(298.648, 299.065]","(1576.217, 1613.783]","(33.0, 34.8]","(136.348, 146.196]"
7386,299.8,1574,31.8,113,0,"(299.483, 299.9]","(1538.652, 1576.217]","(31.2, 33.0]","(106.804, 116.652]"
4303,301.7,1435,48.1,12,0,"(301.57, 301.987]","(1425.957, 1463.522]","(47.4, 49.2]","(8.326, 18.174]"
6750,301.7,1505,44.0,187,0,"(301.57, 301.987]","(1501.087, 1538.652]","(43.8, 45.6]","(185.587, 195.435]"
6555,301.5,1394,46.7,130,0,"(301.152, 301.57]","(1388.391, 1425.957]","(45.6, 47.4]","(126.5, 136.348]"
815,296.8,1516,36.7,135,0,"(296.561, 296.978]","(1501.087, 1538.652]","(36.6, 38.4]","(126.5, 136.348]"
2404,299.1,2008,20.3,178,0,"(299.065, 299.483]","(1989.435, 2027.0]","(18.6, 20.4]","(175.739, 185.587]"
5397,302.8,1416,42.7,241,0,"(302.404, 302.822]","(1388.391, 1425.957]","(42.0, 43.8]","(234.826, 244.674]"
9956,298.2,1578,34.5,127,0,"(297.813, 298.23]","(1576.217, 1613.783]","(33.0, 34.8]","(126.5, 136.348]"
2131,299.4,1432,45.4,137,0,"(299.065, 299.483]","(1425.957, 1463.522]","(43.8, 45.6]","(136.348, 146.196]"
1797,298.0,1508,41.8,89,0,"(297.813, 298.23]","(1501.087, 1538.652]","(40.2, 42.0]","(87.109, 96.957]"
3090,300.1,1448,45.8,163,0,"(299.9, 300.317]","(1425.957, 1463.522]","(45.6, 47.4]","(156.043, 165.891]"
4184,302.2,1334,53.2,159,1,"(301.987, 302.404]","(1313.261, 1350.826]","(52.8, 54.6]","(156.043, 165.891]"
4564,302.8,1516,39.5,23,0,"(302.404, 302.822]","(1501.087, 1538.652]","(38.4, 40.2]","(18.174, 28.022]"
5030,303.9,1437,48.3,110,0,"(303.657, 304.074]","(1425.957, 1463.522]","(47.4, 49.2]","(106.804, 116.652]"
8048,300.6,1413,41.3,43,0,"(300.317, 300.735]","(1388.391, 1425.957]","(40.2, 42.0]","(37.87, 47.717]"
122,299.0,1310,50.7,112,0,"(298.648, 299.065]","(1275.696, 1313.261]","(49.2, 51.0]","(106.804, 116.652]"
179,298.2,1304,49.8,45,0,"(297.813, 298.23]","(1275.696, 1313.261]","(49.2, 51.0]","(37.87, 47.717]"
9250,298.3,1823,25.9,181,0,"(298.23, 298.648]","(1801.609, 1839.174]","(25.8, 27.6]","(175.739, 185.587]"
8095,300.2,1493,48.3,167,0,"(299.9, 300.317]","(1463.522, 1501.087]","(47.4, 49.2]","(165.891, 175.739]"
6429,300.2,1394,47.4,21,0,"(299.9, 300.317]","(1388.391, 1425.957]","(47.4, 49.2]","(18.174, 28.022]"
9737,298.9,1791,27.6,166,0,"(298.648, 299.065]","(1764.043, 1801.609]","(27.6, 29.4]","(165.891, 175.739]"
4992,303.8,1573,34.6,14,0,"(303.657, 304.074]","(1538.652, 1576.217]","(33.0, 34.8]","(8.326, 18.174]"
1157,297.0,1583,37.2,189,0,"(296.978, 297.396]","(1576.217, 1613.783]","(36.6, 38.4]","(185.587, 195.435]"
9003,297.1,1342,49.1,179,0,"(296.978, 297.396]","(1313.261, 1350.826]","(47.4, 49.2]","(175.739, 185.587]"
1532,298.1,1417,39.2,65,0,"(297.813, 298.23]","(1388.391, 1425.957]","(38.4, 40.2]","(57.565, 67.413]"
8992,297.2,1450,37.2,151,0,"(296.978, 297.396]","(1425.957, 1463.522]","(36.6, 38.4]","(146.196, 156.043]"
7859,300.5,1370,44.8,20,0,"(300.317, 300.735]","(1350.826, 1388.391]","(43.8, 45.6]","(18.174, 28.022]"
9110,297.6,1389,49.0,34,0,"(297.396, 297.813]","(1388.391, 1425.957]","(47.4, 49.2]","(28.022, 37.87]"
1535,298.0,1581,36.1,73,0,"(297.813, 298.23]","(1576.217, 1613.783]","(34.8, 36.6]","(67.413, 77.261]"
9259,298.2,1694,28.0,5,0,"(297.813, 298.23]","(1688.913, 1726.478]","(27.6, 29.4]","(-1.522, 8.326]"
5517,302.6,1448,49.5,72,0,"(302.404, 302.822]","(1425.957, 1463.522]","(49.2, 51.0]","(67.413, 77.261]"
2605,299.4,1552,37.4,37,0,"(299.065, 299.483]","(1538.652, 1576.217]","(36.6, 38.4]","(28.022, 37.87]"
6127,300.9,1228,66.4,109,0,"(300.735, 301.152]","(1200.565, 1238.13]","(65.4, 67.2]","(106.804, 116.652]"
9141,297.5,1597,36.4,112,0,"(297.396, 297.813]","(1576.217, 1613.783]","(34.8, 36.6]","(106.804, 116.652]"
7458,300.1,1433,51.4,76,0,"(299.9, 300.317]","(1425.957, 1463.522]","(51.0, 52.8]","(67.413, 77.261]"
2177,299.6,1393,47.7,28,0,"(299.483, 299.9]","(1388.391, 1425.957]","(47.4, 49.2]","(18.174, 28.022]"
7990,301.1,1809,25.1,126,0,"(300.735, 301.152]","(1801.609, 1839.174]","(24.0, 25.8]","(116.652, 126.5]"
2351,299.2,1393,48.4,35,0,"(299.065, 299.483]","(1388.391, 1425.957]","(47.4, 49.2]","(28.022, 37.87]"
9177,297.9,1504,43.0,4,0,"(297.813, 298.23]","(1501.087, 1538.652]","(42.0, 43.8]","(-1.522, 8.326]"
3502,301.8,1346,44.6,142,0,"(301.57, 301.987]","(1313.261, 1350.826]","(43.8, 45.6]","(136.348, 146.196]"
2134,299.3,1473,46.3,146,0,"(299.065, 299.483]","(1463.522, 1501.087]","(45.6, 47.4]","(136.348, 146.196]"
1480,298.2,2056,18.7,144,0,"(297.813, 298.23]","(2027.0, 2064.565]","(18.6, 20.4]","(136.348, 146.196]"
2793,300.3,1597,31.8,73,0,"(299.9, 300.317]","(1576.217, 1613.783]","(31.2, 33.0]","(67.413, 77.261]"
4843,303.3,1842,24.5,67,0,"(303.239, 303.657]","(1839.174, 1876.739]","(24.0, 25.8]","(57.565, 67.413]"
9780,298.8,1477,46.7,59,0,"(298.648, 299.065]","(1463.522, 1501.087]","(45.6, 47.4]","(57.565, 67.413]"
9934,298.3,1472,44.3,71,0,"(298.23, 298.648]","(1463.522, 1501.087]","(43.8, 45.6]","(67.413, 77.261]"
4762,303.7,2663,11.4,71,1,"(303.657, 304.074]","(2628.043, 2665.609]","(9.6, 11.4]","(67.413, 77.261]"
7191,300.3,1629,34.1,52,0,"(299.9, 300.317]","(1613.783, 1651.348]","(33.0, 34.8]","(47.717, 57.565]"
6041,300.7,1418,49.3,106,0,"(300.317, 300.735]","(1388.391, 1425.957]","(49.2, 51.0]","(96.957, 106.804]"
9636,299.2,1507,41.3,158,0,"(299.065, 299.483]","(1501.087, 1538.652]","(40.2, 42.0]","(156.043, 165.891]"
3445,301.6,1599,36.1,208,0,"(301.57, 301.987]","(1576.217, 1613.783]","(34.8, 36.6]","(205.283, 215.13]"
8149,299.6,1427,50.4,98,0,"(299.483, 299.9]","(1425.957, 1463.522]","(49.2, 51.0]","(96.957, 106.804]"
7765,300.3,1427,56.2,8,0,"(299.9, 300.317]","(1425.957, 1463.522]","(54.6, 56.4]","(-1.522, 8.326]"
3620,301.9,1474,41.8,18,0,"(301.57, 301.987]","(1463.522, 1501.087]","(40.2, 42.0]","(8.326, 18.174]"
1952,298.0,1266,60.5,81,0,"(297.813, 298.23]","(1238.13, 1275.696]","(60.0, 61.8]","(77.261, 87.109]"
555,297.4,1539,42.2,134,0,"(297.396, 297.813]","(1538.652, 1576.217]","(42.0, 43.8]","(126.5, 136.348]"
4264,302.6,1542,39.7,141,0,"(302.404, 302.822]","(1538.652, 1576.217]","(38.4, 40.2]","(136.348, 146.196]"
1163,296.9,1367,47.1,204,0,"(296.561, 296.978]","(1350.826, 1388.391]","(45.6, 47.4]","(195.435, 205.283]"
