,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha
2117,297.8,1612,32.1,183,0
2937,297.4,1493,41.2,43,0
6438,297.4,1675,29.5,59,0
983,297.4,1295,52.1,130,0
6956,299.9,1549,42.8,208,0
5920,298.2,1492,37.2,178,0
2925,302.1,1559,36.0,124,0
5384,297.8,1438,43.6,141,0
3214,297.4,1444,44.0,18,0
8581,302.4,1349,46.1,148,1
5496,301.5,1671,31.1,170,0
7037,302.0,1402,47.8,182,0
4896,301.2,1295,56.6,39,0
627,300.2,1558,38.3,51,0
8778,298.2,1585,34.3,33,0
9256,302.5,1642,29.1,46,0
4765,301.0,1657,29.9,148,0
8142,299.0,1356,52.6,188,0
9593,299.8,1553,32.2,161,0
1269,298.0,1911,22.0,13,0
128,297.5,1429,50.5,129,0
5882,301.7,1457,39.2,192,0
1711,297.4,1566,31.4,76,0
7861,301.1,1413,46.6,30,0
4235,301.3,1499,36.1,163,0
9995,302.3,1369,56.2,208,1
2398,298.9,1361,51.7,192,0
7514,297.5,1255,60.7,77,0
6440,299.1,1426,40.1,60,0
8426,300.6,1407,51.1,157,0
1186,298.9,1632,32.5,55,0
8290,295.8,1621,31.6,95,0
9792,297.6,1449,49.1,174,0
6008,300.0,1443,58.7,68,0
1977,303.4,1564,41.9,137,0
9886,299.8,1375,53.9,110,0
4247,302.4,1475,45.2,46,0
7671,298.8,1568,33.7,13,0
915,304.2,1434,42.5,175,0
1305,296.8,1356,48.3,201,0
5454,297.4,1522,46.3,146,0
3049,302.2,1769,24.9,91,0
9520,300.2,1630,28.3,51,0
1273,300.8,1490,46.4,217,0
8054,299.9,1681,29.1,197,0
2796,297.1,1477,36.6,177,0
1398,302.3,1432,42.7,68,0
3358,302.0,1447,42.7,229,0
183,302.1,1423,36.8,80,0
5053,297.8,1859,24.0,178,0
5694,297.4,1356,51.9,184,0
6121,300.5,1679,27.5,59,0
5314,299.0,1431,39.9,157,0
6169,298.9,1356,47.8,116,0
9179,302.0,1550,35.2,184,0
4567,295.6,1623,30.9,210,0
8037,302.7,1542,35.7,38,0
2656,297.4,1274,54.3,121,0
9606,300.7,1506,44.0,97,0
6856,298.4,1605,32.4,154,0
1961,298.5,1523,44.6,83,0
6382,299.4,1622,33.6,217,0
6923,303.7,1627,31.7,40,0
9972,297.6,1392,41.2,178,0
1251,300.0,1972,22.0,175,0
3176,297.4,1582,35.9,180,0
7759,300.4,1705,28.7,20,0
5012,301.5,1435,44.6,135,0
7338,302.7,2709,9.7,2,1
6642,298.1,1547,38.9,0,0
3289,301.0,1582,37.5,176,0
6447,299.1,1409,46.4,12,0
8725,300.0,1484,37.0,183,0
7610,300.0,1372,39.6,105,0
5646,300.9,1953,19.4,107,0
7502,300.0,1703,30.4,85,0
1051,303.7,1429,43.3,189,0
4069,302.2,1531,37.5,60,0
6021,302.3,1710,30.4,218,1
5551,301.3,1438,43.0,137,0
272,298.2,1605,29.4,47,0
2042,302.0,1280,57.3,147,1
4763,300.6,1531,38.5,0,0
6771,301.9,1317,51.9,40,0
5795,302.4,1443,51.8,178,0
5282,301.4,1431,40.6,101,0
1086,300.5,1635,34.2,62,0
8206,298.4,1380,47.6,130,0
7619,299.5,1462,46.7,7,0
5467,298.9,1487,36.6,129,0
9252,300.8,1612,32.5,143,0
4322,298.6,1386,48.6,25,0
6945,299.2,1609,33.2,156,0
7746,300.6,1688,28.6,135,0
5597,299.3,1511,47.8,148,0
5517,298.3,1484,37.0,28,0
9868,300.7,1519,43.9,55,0
6178,301.4,1432,54.3,81,0
4709,301.5,1577,39.7,118,0
9397,300.9,1457,43.8,69,0
5629,297.3,1411,43.2,63,0
8997,303.8,1838,27.8,181,0
3478,302.4,1392,55.8,143,0
9488,303.7,1685,31.8,203,0
3924,303.4,1391,42.7,197,0
1748,295.4,1518,40.6,178,0
732,297.8,1327,61.0,186,1
2553,299.0,1470,40.3,83,0
5457,298.9,1365,50.9,183,0
9635,300.6,1372,60.1,212,1
2662,301.5,1270,54.2,26,0
5434,301.2,1612,32.9,129,0
5834,302.4,2009,18.9,59,0
3113,300.2,1493,48.3,167,0
3303,302.2,1381,49.4,207,0
1344,303.1,1626,32.3,21,0
1690,301.5,1512,38.9,9,0
5023,299.5,1382,61.0,140,0
6498,297.1,1615,32.6,184,0
3308,303.8,1811,24.9,183,0
1504,299.6,1331,46.4,16,0
1806,300.6,1318,51.0,8,0
9952,302.6,1520,43.0,208,0
5368,300.8,1583,32.1,116,0
3791,300.8,1751,27.9,183,0
9519,296.5,1541,38.5,98,0
7328,300.4,1448,44.9,21,0
5908,296.2,1413,53.4,203,0
5623,299.0,1426,38.6,16,0
7262,302.5,1574,42.0,188,0
1848,300.7,1439,43.8,41,0
4512,303.5,2116,16.7,45,0
2431,303.8,1420,47.9,200,0
4660,298.2,1606,39.9,53,0
6808,297.7,1432,40.2,132,0
5583,299.7,1534,39.1,176,0
142,301.1,1540,36.6,28,0
8759,302.0,1409,50.4,172,0
5532,304.3,1624,32.1,53,0
5263,300.4,1671,35.0,209,0
3409,301.9,1590,40.3,130,0
1117,300.1,1548,38.4,31,0
1756,297.4,1510,36.2,92,0
497,298.8,1543,38.2,44,0
8847,299.0,1558,35.4,223,0
870,298.8,1384,52.8,200,0
3357,301.9,1369,49.8,66,0
912,302.3,1544,43.2,128,0
721,300.8,1365,51.7,111,0
2805,298.9,1341,54.5,51,0
9942,296.3,1454,42.5,35,0
886,300.1,1506,35.2,21,0
9591,302.0,1348,58.1,83,0
6586,299.2,1445,43.5,224,0
7173,296.9,1477,37.2,160,0
1520,302.5,1497,41.6,123,0
8688,300.2,1530,35.7,80,0
2746,301.7,1625,35.9,121,0
6383,298.8,1455,44.9,107,0
7349,301.1,1417,46.9,35,0
314,298.4,1926,23.7,83,0
1799,298.9,1585,38.1,7,0
327,300.0,1383,49.6,101,0
5641,301.7,1348,51.0,87,0
4204,303.8,1646,35.8,143,0
3129,300.1,1433,51.4,76,0
6859,302.9,1754,26.9,209,0
6735,301.7,1533,40.9,106,0
3968,300.6,1639,30.4,121,0
9082,301.8,1443,43.3,134,0
7660,299.2,1578,38.1,109,0
1973,297.4,1698,29.4,119,0
336,302.3,1614,34.1,129,0
2764,300.0,1760,26.9,193,0
7659,300.5,1542,38.5,108,0
275,301.2,1567,35.1,64,0
2985,299.0,1452,46.2,168,0
9404,298.1,1432,43.4,68,0
5848,300.6,1448,49.1,206,0
3477,298.8,1584,34.4,42,0
7578,300.6,1521,37.2,90,0
3558,298.9,1458,44.3,156,0
2809,297.3,1451,43.8,24,0
9112,300.6,1550,40.2,96,0
4861,298.8,1368,44.7,147,0
9828,298.6,1675,28.4,115,0
3416,300.3,1458,44.3,175,0
307,301.5,1403,47.4,34,0
3908,298.6,1356,54.0,6,0
348,300.8,1524,43.5,71,0
826,302.5,1401,44.9,203,0
9500,300.4,1644,31.4,41,0
4482,296.8,1489,33.4,123,0
6575,300.3,1471,45.2,48,0
3682,302.1,1753,28.9,176,0
5875,297.0,1350,47.7,168,0
8386,302.8,1563,32.2,78,0
2053,302.6,1486,36.4,160,0
71,297.0,1579,34.1,94,0
5506,301.5,1488,41.1,151,0
7013,300.0,1629,32.3,89,0
6273,303.0,1374,48.2,65,1
9231,299.3,1258,69.4,119,1
1666,302.7,1585,35.5,167,0
8822,297.4,1465,42.0,13,0
8965,299.7,1419,45.1,170,0
8940,299.9,1400,48.7,119,0
1445,297.5,1456,44.7,29,0
5226,298.6,1721,27.2,5,0
6092,299.6,1387,48.3,25,0
1695,299.1,1485,37.8,46,0
2892,299.7,1321,53.4,166,0
1574,300.5,1490,38.4,67,0
3203,301.4,1471,37.5,193,0
4405,302.3,1475,48.0,180,0
1630,302.7,1444,48.7,9,0
7472,298.4,1554,37.3,103,0
1881,297.0,1448,45.6,172,0
8820,302.3,1558,31.9,207,0
5584,297.2,1309,49.6,167,0
848,297.2,1284,51.3,32,0
7300,299.4,1381,56.7,102,0
6187,297.5,1536,38.7,7,0
5868,302.2,1346,49.2,134,1
2877,296.7,1537,36.3,233,0
186,298.3,1408,45.3,78,0
3779,301.1,1799,21.7,206,0
1830,298.6,1422,40.4,179,0
8188,300.1,1712,28.5,141,0
9240,302.2,1548,32.4,81,0
6377,303.3,1328,49.8,120,0
1234,299.0,1360,48.1,37,0
5970,297.7,1487,41.4,84,0
3915,300.5,1445,46.6,155,0
446,301.7,1413,42.6,79,0
844,297.5,1824,24.0,179,0
6392,299.0,1625,37.1,131,0
9188,298.1,1950,20.3,202,0
2440,302.7,1275,55.0,25,1
3103,299.4,1432,45.4,137,0
8584,296.3,1774,25.9,154,0
6790,301.5,1519,40.7,208,0
5649,298.7,1446,43.3,46,0
1294,296.3,1368,49.5,10,0
8011,299.4,1391,58.2,135,0
9015,299.6,2266,15.3,79,0
5067,301.2,1551,41.2,82,0
3442,300.3,1607,33.7,199,0
8450,300.8,1481,44.5,49,0
7272,302.1,1477,43.6,196,0
6104,297.2,1337,58.1,184,0
776,299.3,1634,36.8,62,0
9715,303.8,1448,44.3,195,0
2153,302.5,1918,21.6,131,0
4920,301.3,1536,39.3,31,0
5359,300.9,1454,43.1,43,0
9491,303.7,1669,31.7,120,0
5529,297.3,1568,34.4,194,0
7028,304.3,2245,15.1,172,0
8431,299.0,1504,34.3,48,0
3183,302.9,1698,33.8,202,0
6791,303.6,1827,23.3,103,0
3199,298.2,1269,60.9,163,0
7025,299.1,1450,46.1,112,0
1289,302.4,1633,28.0,164,0
4581,298.2,1313,67.3,67,1
6191,302.2,1413,43.5,83,0
8934,303.8,1488,41.3,175,0
7148,300.8,1457,47.7,82,0
6775,298.7,1382,48.1,186,0
4106,296.4,1586,35.5,0,0
4126,300.3,1471,37.0,114,0
8211,298.7,1432,42.8,197,0
3966,299.9,1447,51.4,185,0
1879,300.4,1200,76.6,3,1
8495,297.3,1486,42.6,105,0
9298,300.4,1552,28.8,135,0
5146,300.5,1336,57.1,29,0
3587,303.4,1462,37.5,118,0
7371,303.6,1736,32.9,99,0
3865,296.9,1435,45.3,62,0
7866,296.4,1549,36.1,58,0
4131,302.5,1496,43.8,218,0
1036,301.9,1427,47.7,92,0
636,300.0,1477,38.1,13,0
5508,299.2,1386,54.1,26,0
4134,300.9,2288,16.1,85,0
5337,299.2,1410,43.0,26,0
1083,300.7,1577,33.2,100,0
861,297.0,1404,40.7,184,0
903,297.8,1555,35.8,190,0
191,300.5,1528,37.0,221,0
109,299.1,1479,40.7,10,0
4455,303.4,1316,50.9,69,1
1942,300.9,1561,32.7,67,0
5286,300.2,1322,50.9,215,0
4331,298.5,1421,53.6,122,0
8540,302.3,1511,48.1,24,0
2040,302.2,1572,34.6,17,0
9471,303.4,2706,9.8,65,1
6851,300.2,1438,51.5,7,0
7778,299.2,1440,39.1,188,0
4659,300.6,1604,30.5,45,0
6410,300.9,1416,50.9,152,0
2775,299.9,1364,49.6,50,0
4145,298.1,1628,37.6,12,0
2323,299.9,1525,33.2,0,0
762,301.4,1459,35.0,87,0
2617,300.0,1486,41.8,69,0
2411,301.5,2289,16.4,112,0
1094,298.9,1513,41.5,80,0
7894,297.2,1474,44.3,152,0
7047,298.3,1502,42.0,103,0
8614,299.7,1851,24.7,189,0
3135,299.3,1473,46.3,146,0
6202,297.9,1550,39.0,35,0
5040,302.4,1331,45.5,53,1
3805,302.4,1469,41.6,124,0
884,303.4,1712,30.1,182,0
2654,301.2,1385,42.3,42,0
5309,298.9,1686,30.4,53,0
7940,298.6,1387,57.6,50,0
7934,297.5,1621,28.9,0,0
8693,299.0,1429,37.7,126,0
7625,297.2,1580,35.8,140,0
5927,300.5,1577,36.5,4,0
7006,297.5,1440,38.8,29,0
9685,301.5,1405,42.3,83,0
2202,298.8,1459,47.3,141,0
7450,298.0,1411,53.8,73,0
6360,298.5,1504,38.0,20,0
1262,301.4,1464,48.6,96,0
7750,297.5,1624,30.9,186,0
975,298.1,1652,28.5,63,0
5830,301.3,1531,41.6,9,0
4925,300.2,1827,27.0,22,0
941,298.2,1577,35.9,151,0
4723,301.1,1498,37.6,11,0
2387,299.4,1542,41.8,166,0
9727,298.7,1353,47.0,190,0
5021,301.5,1426,52.1,121,0
4391,302.2,1375,47.0,98,0
5148,300.2,1331,49.8,143,0
3221,296.3,1286,51.1,177,0
3882,302.0,1212,55.6,79,1
9437,303.8,1309,55.8,193,0
6623,301.9,1379,54.8,99,0
9505,297.5,1699,30.1,40,0
2789,298.8,1557,37.2,139,0
944,302.2,1355,51.5,126,1
8907,298.3,1531,40.1,81,0
1857,300.5,1432,47.5,51,0
8668,302.0,1445,49.1,2,0
4108,298.4,1583,35.4,112,0
9136,298.6,1596,33.0,15,0
3255,298.5,2011,21.0,59,0
2690,303.8,1684,29.3,167,0
7356,298.9,1571,36.8,78,0
6795,297.8,1383,56.5,98,0
1319,298.9,1402,49.8,167,0
7612,300.4,1517,39.0,45,0
9879,304.1,1438,45.5,188,0
5162,295.6,1650,28.2,35,0
5828,302.5,1429,43.2,191,0
6792,298.1,1704,30.9,61,0
5957,298.3,1486,42.4,16,0
6237,301.4,1347,53.3,104,0
3475,298.6,1327,58.8,9,0
3505,298.3,1606,33.6,67,0
4749,301.8,1650,31.9,126,0
2477,299.8,1400,42.6,210,0
5666,298.2,1414,44.3,68,0
9644,298.2,1407,45.1,49,0
7344,299.7,1574,35.8,6,0
7585,298.4,1355,50.6,8,0
7676,297.7,1249,62.8,47,0
9862,300.9,1384,42.4,131,0
6756,296.8,1627,30.5,117,0
1874,298.9,1456,43.8,15,0
8515,300.3,1600,34.6,177,0
5269,299.0,1598,33.4,44,0
5096,301.9,1425,51.1,173,0
2904,299.9,1820,26.6,175,0
570,303.9,1789,24.4,163,0
1448,300.2,1566,36.4,170,0
5963,297.7,1668,32.7,31,0
9303,301.0,1518,39.3,196,0
7731,301.8,1432,43.7,138,0
7322,298.1,1650,34.1,138,0
8371,301.9,1366,55.6,57,0
3226,299.3,1767,24.8,196,0
9743,303.8,1461,38.2,188,0
3978,302.2,2080,19.2,31,0
4383,298.0,1276,65.9,50,0
7649,299.1,1471,38.4,146,0
3539,299.0,1490,41.1,54,0
5681,302.0,1902,23.4,188,0
2827,301.8,1493,40.3,185,0
6740,299.0,1548,34.5,214,0
4996,301.3,1341,59.3,134,0
1338,297.1,1399,42.6,194,0
3262,302.2,1383,44.3,72,0
6385,296.2,1881,24.3,40,0
6006,300.1,1649,33.6,168,0
650,297.8,1714,33.2,177,0
2902,300.4,1769,26.1,38,0
2258,297.5,1390,47.4,187,0
7401,300.8,1416,42.2,225,0
3521,296.9,1285,52.1,100,0
2730,302.2,1561,34.9,106,0
8266,301.2,1734,31.3,64,0
4478,300.8,1537,33.3,52,0
1596,296.8,1561,38.3,9,0
7065,297.4,1410,43.9,47,0
2584,300.3,1612,33.1,150,0
5440,301.4,1674,33.3,46,0
3196,297.7,1573,35.1,9,0
6459,301.8,1881,20.9,23,0
7681,297.5,1552,44.9,77,0
5375,300.2,1662,28.8,162,0
1258,304.1,1452,48.0,126,0
6436,297.6,1437,46.3,149,0
991,298.3,1703,28.9,147,0
3504,297.3,1665,28.9,17,0
113,296.6,1386,62.3,100,1
919,300.7,1474,37.0,33,0
2509,298.8,1707,28.1,103,0
9403,301.8,1192,68.9,135,0
165,298.8,1445,48.5,70,0
5262,303.9,1540,44.4,119,0
4603,302.9,2030,19.1,192,0
949,302.4,1642,28.3,88,0
4594,298.6,1393,45.5,38,0
9542,301.4,1568,35.2,23,0
3770,301.8,2372,13.9,205,1
2506,300.4,1596,32.5,154,0
5107,298.4,1392,50.1,117,0
2850,300.7,1486,38.9,106,0
9575,300.1,1342,48.5,203,0
5361,300.1,1559,39.7,24,0
7441,297.3,1459,59.6,207,1
4446,301.8,1619,31.0,76,0
4460,303.5,1353,51.0,172,0
6805,299.2,1667,29.0,199,0
2505,299.3,1457,42.1,104,0
1114,298.2,1408,46.5,76,0
8396,298.1,1303,53.9,52,0
298,298.0,1377,48.5,181,0
1675,299.7,1661,34.5,6,0
3347,302.2,1653,31.4,2,0
2735,299.5,1507,40.2,156,0
7818,297.6,1567,34.6,71,0
4988,297.7,1373,56.7,203,1
8995,298.2,1423,48.1,183,0
5816,297.9,1353,50.7,13,0
4325,302.2,1510,44.9,33,0
6718,302.0,1828,26.3,82,0
5912,299.1,1421,41.2,149,0
4550,302.3,1504,38.7,65,0
5389,303.4,1401,53.0,208,1
7846,299.7,1572,38.0,139,0
2103,303.9,1800,24.3,158,0
5812,300.4,1614,30.3,161,0
6760,302.2,1649,33.2,9,0
7452,298.2,2186,17.8,31,0
1837,298.6,1533,33.9,24,0
9315,303.7,1349,51.0,105,0
8317,298.8,1481,47.4,187,0
9218,301.3,1594,34.1,172,0
607,300.4,1818,25.1,14,0
6033,302.7,1686,26.3,9,0
1093,298.7,1695,29.0,145,0
5422,299.4,1304,50.5,153,0
6326,298.9,1407,41.9,207,0
8963,302.6,1288,68.5,0,1
4487,297.4,1569,34.2,72,0
160,299.0,1693,30.1,84,0
203,302.3,1412,48.9,28,0
7039,298.6,1420,50.4,82,0
9902,301.7,1486,38.5,78,0
4933,299.3,1473,40.3,125,0
2934,302.6,1554,42.0,58,0
7626,297.2,1509,39.3,66,0
2435,298.2,1452,43.5,158,0
1230,301.2,1362,50.7,25,0
8674,301.8,1765,27.3,29,0
3046,301.3,1510,38.5,47,0
9653,301.1,1852,25.9,131,0
5723,298.1,1629,32.5,45,0
7665,300.4,1567,36.5,72,0
8001,300.0,1314,53.5,199,0
4251,297.5,1650,34.6,142,0
5576,298.3,1453,42.9,89,0
3293,300.5,1447,45.4,204,0
4034,298.9,1706,27.6,103,0
8111,297.5,1312,50.7,0,0
4290,303.6,1436,45.6,9,0
4334,300.5,1539,39.1,216,0
6143,298.0,1395,49.1,206,0
3877,302.5,1454,47.6,37,0
5427,300.8,1732,26.9,45,0
4753,301.5,1347,47.9,29,0
4886,297.8,1448,51.2,107,0
857,301.0,1296,54.9,69,0
7420,300.5,1378,51.5,166,0
8374,300.5,1397,45.2,2,0
2561,302.4,1503,36.2,166,0
3801,300.6,1492,34.0,144,0
2640,299.3,1304,60.6,8,0
5595,297.4,1789,25.0,210,0
4490,298.1,1341,55.7,30,0
2347,298.8,1530,38.3,53,0
649,302.1,1447,46.6,169,0
2781,300.0,2174,16.9,112,0
5651,298.8,1814,26.8,204,0
8542,298.6,1481,40.8,6,0
8676,300.2,1416,46.7,90,0
5737,300.9,2595,13.7,207,0
615,301.0,1679,29.8,64,0
8447,301.0,1357,45.6,137,0
2575,295.7,1387,40.1,81,0
53,300.1,1650,33.8,38,0
3340,299.8,1697,36.0,175,0
7036,297.4,1585,46.2,37,0
1705,300.4,1448,39.7,107,0
9059,302.3,1546,33.1,156,0
8446,297.4,1466,45.5,53,0
1493,300.1,1612,33.0,34,0
9962,302.3,1386,53.5,59,0
8454,299.1,1527,44.0,149,0
803,300.8,1418,46.6,12,0
4953,300.7,1364,65.3,208,1
6932,297.7,1742,26.3,24,0
7103,300.0,1493,41.4,28,0
990,298.8,1577,33.2,0,0
2774,301.0,1493,48.1,145,0
7517,303.9,1483,45.0,78,0
6418,297.3,1499,44.2,134,0
3513,302.0,1583,38.9,94,0
5477,302.2,1421,45.4,9,0
8399,298.3,1507,44.7,73,0
219,299.7,1508,41.2,152,0
7949,295.6,1569,35.1,140,0
1288,299.4,1373,44.1,81,0
3163,297.8,1622,38.3,134,0
4678,297.3,1333,55.2,11,0
2618,303.6,1873,23.5,7,0
3612,300.7,1476,43.1,134,0
43,298.1,1568,32.9,10,0
7841,302.8,1418,51.4,54,0
7354,297.0,1447,46.4,8,0
3792,302.2,1449,44.5,113,0
3571,301.6,1330,49.5,30,0
9979,300.0,1526,46.4,150,0
1503,300.7,1373,49.9,96,0
6927,299.3,1495,49.2,16,0
9829,301.5,1600,32.8,205,0
3439,298.9,1558,41.2,110,0
1892,300.8,1462,41.4,75,0
9322,297.9,1290,49.8,43,0
5255,303.5,1877,22.3,96,0
1955,299.6,1474,39.7,64,0
5167,302.2,1368,51.6,12,1
4814,300.6,1519,37.0,91,0
6263,300.5,1384,48.6,141,0
1505,298.4,1655,30.2,146,0
670,297.4,1528,29.1,163,0
8906,300.7,1416,61.8,209,1
7054,300.6,2127,18.7,53,0
897,297.9,1627,31.4,209,0
6177,298.6,1294,59.4,104,0
2666,300.1,1430,40.9,93,0
3193,298.7,1437,45.7,195,0
2890,300.6,1608,39.2,221,0
7535,298.2,1367,45.0,85,0
2621,302.1,1454,59.2,153,1
7950,302.3,1400,41.6,136,0
5955,302.9,2102,17.8,91,0
2,298.3,1485,42.0,117,0
2370,296.3,1637,31.6,27,0
7913,299.0,1472,36.1,97,0
1769,295.6,1443,48.9,33,0
8505,297.9,1537,37.7,15,0
7782,303.5,1524,39.4,96,0
531,300.7,1407,42.4,224,0
8622,304.1,1969,20.8,59,0
8648,301.7,1434,47.9,189,0
8794,299.4,1391,48.9,139,0
6074,301.5,1481,46.8,20,0
3120,297.2,1450,37.2,151,0
9021,298.1,1415,46.3,27,0
731,300.3,1365,53.3,113,0
3406,298.5,1670,29.6,13,0
2339,299.5,1520,42.3,149,0
9166,297.5,1540,38.5,176,0
8330,296.3,1654,29.6,188,0
2565,297.9,1691,29.6,116,0
8552,297.6,1373,50.6,55,0
7819,302.3,1578,33.5,158,0
6712,297.7,1530,39.1,108,0
6994,298.6,1562,34.4,25,0
5481,301.6,1485,40.1,142,0
9433,302.7,1694,29.8,150,0
8974,300.3,1515,44.9,69,0
1255,296.7,1540,38.7,45,0
2104,303.2,1518,39.9,146,0
6733,302.2,1630,36.0,169,0
6693,297.5,1335,48.0,131,0
6223,301.6,1429,43.6,176,0
9149,300.7,1478,46.8,165,0
4994,302.3,1418,41.3,62,0
8968,298.5,1579,33.5,91,0
6838,302.0,1573,32.1,143,0
5057,297.2,2440,14.0,166,0
9211,302.2,1981,21.8,36,0
4434,302.2,1931,21.9,101,0
3484,302.3,1354,52.2,165,0
9734,303.5,1681,29.8,25,0
5318,302.4,1455,40.4,28,0
3816,298.2,1436,50.2,43,0
5728,299.0,1432,50.0,45,0
8902,299.8,1476,44.4,14,0
7839,301.5,1318,50.6,11,0
5547,299.8,1495,39.6,10,0
1621,299.8,1603,35.1,179,0
9422,296.8,1694,33.0,115,0
6306,302.6,1718,31.2,154,0
6240,299.8,1751,27.0,173,0
9841,302.4,1477,39.7,18,0
1096,297.4,1571,39.4,0,0
6673,298.9,1592,32.0,60,0
9480,296.8,1372,49.0,140,0
2463,297.6,1658,34.3,59,0
7150,295.6,1426,45.5,53,0
1788,300.1,1641,30.4,41,0
250,299.9,1802,24.4,151,0
7393,298.2,1599,36.2,28,0
9244,303.7,1694,28.0,44,0
6206,299.5,1477,40.4,138,0
192,302.6,1610,39.2,152,0
820,296.9,1641,33.3,67,0
9626,303.6,1710,27.2,14,0
9369,300.6,1543,39.6,60,0
7194,299.2,1429,40.1,23,0
5714,296.8,1434,48.3,138,0
4400,302.9,1367,55.1,50,0
7042,298.5,1294,66.7,12,1
5388,304.2,1639,32.7,63,0
4166,300.3,1413,46.0,182,0
4951,299.0,1375,48.9,59,0
2687,300.9,2090,17.8,133,0
4390,299.3,1651,28.0,6,0
5859,302.6,1757,29.5,151,0
5980,301.4,1259,63.9,20,1
4927,301.3,1391,52.5,61,0
6734,298.2,1524,39.1,100,0
2607,299.8,1376,48.6,159,0
7465,297.8,1394,42.9,206,0
238,300.4,1571,33.6,126,0
4015,297.9,1540,39.8,38,0
9261,297.5,1554,34.8,204,0
2977,297.7,1715,30.2,0,0
5711,301.9,1590,34.3,106,0
6545,298.3,1520,41.4,10,0
5473,302.8,1432,49.0,218,0
945,302.6,1647,34.2,14,0
8049,301.0,1629,32.6,69,0
7680,298.9,1526,35.4,96,0
5097,302.0,1623,34.3,9,0
6804,303.7,1423,41.2,124,0
5802,303.5,1405,45.6,10,0
3552,301.4,1673,27.8,181,0
9968,303.1,1679,34.8,25,0
3360,303.8,1374,53.6,136,0
5552,296.2,1477,35.2,53,0
2410,300.4,1349,50.4,30,0
4507,303.4,1307,54.0,44,1
8461,301.5,1579,28.0,220,0
3982,300.4,1314,63.1,146,0
146,302.6,1566,36.6,46,0
6647,300.3,1462,51.4,48,0
2294,302.3,1668,33.2,52,0
2253,300.7,1567,38.7,129,0
3611,300.4,1675,35.5,164,0
5353,298.0,1496,44.9,179,0
1736,301.3,1504,39.1,2,0
5863,297.2,1378,41.9,97,0
7658,301.7,1506,39.5,158,0
114,297.1,1578,35.6,46,0
8859,300.6,1438,48.5,78,1
5648,298.6,1458,41.9,61,0
9473,298.2,1436,49.1,26,0
498,299.7,1468,49.6,132,0
7503,300.8,1465,43.2,113,0
720,300.3,1333,55.2,18,0
7182,297.4,1500,46.3,137,0
8842,300.8,1402,53.7,93,0
5729,300.5,1461,52.5,146,0
3089,300.3,1587,31.4,43,0
7225,299.1,1550,43.9,79,0
7305,298.6,1537,37.6,175,0
6507,298.0,1629,34.3,191,0
596,304.2,1532,41.3,161,0
9266,298.5,1634,37.8,78,0
6094,298.3,1593,40.1,18,0
9956,299.4,2421,14.2,57,0
5164,299.2,1474,47.2,132,0
1647,297.6,1491,43.2,7,0
6131,302.3,1557,34.1,185,0
6919,302.2,1609,32.1,41,0
2700,296.7,1597,32.1,114,0
7425,298.2,1470,51.3,180,0
1700,302.3,1329,51.5,154,0
8942,301.3,1538,38.4,65,0
5404,298.1,1498,49.4,5,0
8939,300.3,1445,47.3,40,0
5931,299.3,1552,40.7,120,0
2942,302.7,1501,37.0,77,0
6300,301.5,1357,42.1,212,0
86,301.3,1577,48.3,78,0
2308,297.2,1485,47.9,143,0
2677,298.8,1402,37.9,2,0
8215,297.7,1838,27.3,99,0
7728,298.6,1698,33.2,147,0
2594,301.8,1525,39.6,227,0
6111,303.9,1426,53.4,172,0
1029,302.8,1376,57.1,8,0
136,299.0,1575,35.3,47,0
6830,303.3,1373,47.3,60,1
6141,301.4,1362,53.2,4,0
2854,297.1,1442,37.1,59,0
4409,299.2,1366,49.7,74,0
1200,299.1,1437,41.6,183,0
4717,299.4,1433,42.1,22,0
9516,304.0,1454,46.8,30,0
6593,303.4,1479,42.8,92,0
566,301.7,2695,12.6,10,0
7263,300.0,1452,46.0,51,0
5430,297.5,1419,50.7,7,0
3927,298.1,1377,55.1,42,0
6054,296.9,1514,41.0,120,0
7588,298.5,1450,40.5,199,0
5660,304.0,1314,47.1,144,0
6571,298.4,1540,37.8,7,0
7358,299.3,1636,29.9,201,0
8912,299.1,1619,31.1,242,0
8274,300.4,1476,48.7,189,0
2330,303.0,1494,37.0,67,0
3515,300.9,1325,61.4,88,0
2187,297.8,1543,43.7,8,0
195,302.5,1539,39.0,119,0
7256,298.8,1609,40.4,169,0
5665,299.2,1402,47.7,24,0
5059,302.5,1700,29.5,133,0
802,300.2,1448,54.2,173,0
7346,301.1,1792,25.8,121,0
9375,300.1,1353,50.9,34,0
2068,298.2,1847,23.6,69,0
6170,301.8,1465,35.8,82,0
8743,298.7,1371,51.3,201,0
644,296.7,1646,34.6,238,0
9373,298.2,1560,33.0,181,0
5103,300.2,1557,33.8,19,0
5460,298.3,1442,47.3,65,0
1637,300.8,1405,61.2,189,1
120,300.0,1651,28.1,114,0
2981,298.3,1270,52.7,44,0
5069,298.8,1486,40.3,126,0
3074,298.9,1396,49.0,13,0
8926,295.6,1477,45.0,40,0
3278,298.8,1852,25.0,57,0
2135,300.6,1553,39.8,0,0
6343,298.9,1491,45.1,101,0
4970,300.7,1550,32.4,5,0
6194,303.7,1683,28.4,46,0
134,299.7,1835,23.7,183,0
9292,299.6,1597,36.3,35,0
5324,300.3,1336,54.4,52,0
9639,297.9,1439,41.7,185,0
